isbn,title,author,number_of_pages,publication_date,language_code,avg_rating
471469335,The Cake Book,Tish Boyle/John Uher,384,4/14/2006,eng,4.19
471292516,Grand Finales: A Modernist View of Plated Desserts,Tish Boyle/Timothy Moriarty,288,11/7/1997,eng,4.24
393061639,The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution,Sean B. Carroll/Jamie W. Carroll/Leanne M. Olds,304,10/17/2006,eng,4.07
449003884,The Bride Finder (St. Leger  #1),Susan Carroll,416,1/30/1999,eng,3.84
345437977,The Courtesan (The Dark Queen Saga  #2),Susan Carroll,560,7/26/2005,eng,3.9
520244958,Giovanni and Lusanna: Love and Marriage in Renaissance Florence,Gene A. Brucker,160,12/14/2004,eng,3.57
60724293,The Collected Poetry  1968-1998,Nikki Giovanni/Virginia C. Fowler,512,1/23/2007,eng,4.42
486249441,Mozart's Don Giovanni (the Dover Opera Libretto Series),Wolfgang Amadeus Mozart/Lorenzo Da Ponte/Ellen H. Bleiler,128,10/1/1985,eng,3.94
688149898,Love Poems,Nikki Giovanni,96,2/14/1997,eng,4.26
805071067,Rosa,Nikki Giovanni/Bryan Collier,40,10/1/2005,en-US,4.35
092291561X,The covert war against rock: what you don't know about the deaths of Jim Morrison  Tupac Shakur  Michael Hutchence  Brian Jones  Jimi Hendrix  Phil Ochs  Bob Marley  Peter Tosh  John Lennon  The Notorious B.I.G,Alex Constantine,280,5/1/2000,eng,3.58
1400047331,Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less,Gale Gand/Julia Moskin/Tim Turner,160,1/13/2004,eng,3.71
451219716,What Angels Fear (Sebastian St. Cyr  #1),C.S. Harris,410,10/3/2006,eng,3.89
452270847,Breaking Free from Compulsive Eating,Geneen Roth,224,9/1/1993,eng,4.01
452268184,When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,224,7/1/1992,eng,4.04
884193551,You're Born an Original  Don't Die a Copy!,John Mason,120,12/1/1993,eng,4.06
1881244067,Orin Aoraiosaa: Songs for Selected Heads,John    Mason,450,1/1/1997,eng,4.39
1587610914,Guide to Stress Reduction,L. John Mason,326,5/22/2001,eng,4.22
8433920448,La máquina de follar,Charles Bukowski,190,7/1/1995,spa,3.92
1577948262,Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life,Beth A. Jones,124,5/1/2006,eng,4.67
792241738,Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement,Ann Bausum,80,12/27/2005,eng,3.98
805063749,The Milagro Beanfield War,John     Nichols,456,2/15/2000,eng,4.1
805063390,The Magic Journey,John     Nichols,528,2/15/2000,eng,3.91
763616257,Captain Slaughterboard Drops Anchor,Mervyn Peake,48,12/31/2001,en-US,4.09
99453231,Hide-and-Seek with Angels: The Life of J.M. Barrie,Lisa Chaney,448,5/16/2006,eng,3.91
312937725,The Hunted (Vampire Huntress  #3),L.A. Banks,565,6/13/2005,eng,4.14
312324081,The Bitten (Vampire Huntress  #4),L.A. Banks,435,6/13/2005,en-US,4.24
312352352,The Forsaken (Vampire Huntress  #7),L.A. Banks,448,6/27/2006,eng,4.35
312987013,Minion (Vampire Huntress  #1),L.A. Banks,286,5/4/2004,eng,3.44
312987021,The Awakening (Vampire Huntress  #2),L.A. Banks,300,12/28/2004,eng,4
312940025,The Forbidden (Vampire Huntress  #5),L.A. Banks,490,6/27/2006,eng,4.27
312336241,The Damned (Vampire Huntress  #6),L.A. Banks,487,1/24/2006,eng,4.28
312934432,The Damned (Vampire Huntress  #6),L.A. Banks,492,1/2/2007,eng,4.28
750666005,Brand New Justice: How Branding Places and Products Can Help the Developing World,Simon Anholt,184,1/15/2005,en-US,3.69
590859986,Katie's Big Move (Junior Gymnasts  #2),Teddy Slater/Wayne Alfano,77,12/31/1996,eng,3.75
590959883,Amanda's Unlucky Day (Junior Gymnasts  #6),Teddy Slater/Wayne Alfano,78,12/31/1997,eng,3.5
395971780,Beat That! Cookbook,Ann Hodgman,208,10/7/1999,eng,4.31
425212106,Stake That (Blood Coven Vampire  #2),Mari Mancusi,288,12/5/2006,eng,3.97
843956046,Sk8er Boy (First Kiss Club #1),Mari Mancusi,181,10/1/2005,eng,3.72
425200744,Bride & Groom (A Dog Lover's Mystery  #16),Susan Conant/Maxwell Award,262,1/4/2005,eng,3.78
425201597,Stud Rites (A Dog Lover's Mystery #9),Susan Conant,237,3/1/2005,eng,3.81
425194590,The Dogfather (A Dog Lover's Mystery  #15),Susan Conant,272,2/3/2004,eng,3.83
425210383,Steamed (A Gourmet Girl Mystery  #1),Jessica Conant-Park/Susan Conant,320,2/6/2007,eng,3.45
425144305,Paws Before Dying (A Dog Lover's Mystery  #4),Susan Conant,197,1/1/1960,eng,3.9
425146227,A New Leash on Death (A Dog Lover's Mystery  #1),Susan Conant,180,4/1/1994,eng,3.79
425206114,Scratch the Surface (A Cat Lover's Mystery #1),Susan Conant,288,7/5/2006,eng,3.34
883631210,Corvette,Jerry Burton,320,10/1/2006,eng,4.83
385338058,Lucifer's Shadow,David Hewson,369,7/26/2005,eng,3.57
084394482X,The Key,Lynsay Sands,313,1/1/2003,eng,4.04
843948108,The Deed (Deed  #1),Lynsay Sands,313,12/1/2004,eng,3.94
843953241,The Chase (Deed  #3),Lynsay Sands,374,12/1/2004,eng,4.06
843949090,Bliss,Lynsay Sands,394,9/1/2001,eng,3.97
084395499X,The Perfect Wife,Lynsay Sands,354,10/1/2005,eng,3.86
843946806,Sweet Revenge,Lynsay Sands,400,2/1/2004,eng,3.99
843949740,The Reluctant Reformer,Lynsay Sands,371,2/3/2002,eng,3.91
843955007,Love Is Blind,Lynsay Sands,342,8/1/2006,eng,3.99
089689293X,Standard Catalog of Smith & Wesson,Jim Supica/Richard Nahas,432,1/1/2007,en-US,4.44
393327027,Korea's Place in the Sun: A Modern History,Bruce Cumings,544,9/17/2005,eng,3.77
1563899310,Mighty Love,Howard Chaykin,96,2/1/2005,eng,3.12
1401209416,Challengers of the Unknown: Stolen Moments  Borrowed Time,Howard Chaykin/Michelle Madsen,144,3/29/2006,eng,2.82
1560973803,Black Kiss,Howard Chaykin,136,5/16/2000,eng,3.56
1563895951,Son of Superman,Howard Chaykin/David Tischman/J.H. Williams III/Mick Gray/Lee Loughridge,95,1/1/2000,eng,3.38
763621641,Castle Diary: The Journal of Tobias Burgess,Richard Platt/Chris Riddell,128,7/14/2003,eng,3.82
789420341,Disaster!: Catastrophes That Shook the World,Richard Bonson/Richard Platt,63,9/1/1997,eng,4.06
789410249,Stephen Biesty's Incredible Explosions,Stephen Biesty/Richard Platt,32,7/1/1996,eng,4.41
60872799,The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr  #7),Lawrence Block,400,10/31/2006,en-US,3.89
60840889,Hit Parade (John Keller  #3),Lawrence Block,295,7/3/2006,eng,3.86
843955856,The Girl with the Long Green Heart,Lawrence Block,251,11/1/2005,eng,3.75
60731435,The Burglar Who Painted Like Mondrian (Bernie Rhodenbarr  #5),Lawrence Block,311,7/26/2005,eng,3.88
60731257,The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr  #3),Lawrence Block,304,3/1/2005,eng,3.83
752837494,Out on the Cutting Edge (Matthew Scudder  #7),Lawrence Block,244,12/7/2000,eng,4.07
898792088,Writing the Novel: From Plot to Print,Lawrence Block,197,10/28/2002,eng,3.95
60731443,The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6),Lawrence Block,384,10/25/2005,eng,3.89
142406988,Gilda Joyce: Psychic Investigator (Gilda Joyce  #1),Jennifer Allison,336,11/23/2006,eng,3.89
1400043360,Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business,John Newhouse,254,1/16/2007,eng,3.63
618446583,Fabulous Small Jews,Joseph Epstein,352,7/6/2004,en-US,3.9
1401301363,Feast: Food to Celebrate Life,Nigella Lawson,480,10/27/2004,eng,4.15
786867973,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson/Petrina Tinslay,374,11/14/2001,en-US,3.97
786886811,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,384,9/1/2005,eng,3.97
701176156,Forever Summer,Nigella Lawson,279,6/2/2005,eng,4
534371094,programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,Rick Decker/Stuart Hirshfield,640,12/24/1999,eng,4
089096940X,The American Campaign: U.S. Presidential Campaigns and the National Vote,James E. Campbell,314,5/1/2000,eng,5
140143955,The Anglo-Saxons,James Campbell/Eric John/Patrick Wormald,272,3/28/1991,eng,4.04
074345314X,The Final Frontiersman: Heimo Korth and His Family  Alone in Alaska's Arctic Wilderness,James   Campbell,320,9/13/2005,en-US,4.21
312935749,The Untamed One (Wild Wulfs of London  #2),Ronda Thompson,320,5/2/2006,eng,4.01
312935757,The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,305,11/28/2006,eng,4.02
312935730,The Dark One (Wild Wulfs of London  #1),Ronda Thompson,341,11/1/2005,eng,3.87
505525151,Call of the Moon,Ronda Thompson,352,1/1/2009,eng,3.74
743415353,Bad (Fearless  #13),Francine Pascal,215,7/10/2002,en-GB,3.97
743449320,Fear (Fearless  #23),Francine Pascal,208,9/1/2002,eng,3.97
671773453,Twisted (Fearless  #4),Francine Pascal,240,6/22/2002,eng,3.94
067103748X,Run (Fearless  #3),Francine Pascal,205,3/1/2000,eng,3.93
743408667,Killer (Fearless  #12),Francine Pascal,222,11/6/2000,eng,4.03
743449312,Alone (Fearless  #22),Francine Pascal,224,7/16/2002,eng,3.97
743412494,Tears (Fearless  #15),Francine Pascal,214,5/1/2001,eng,3.97
851709680,The Shawshank Redemption,Mark Kermode/Rob White,96,8/26/2003,eng,4.43
1557042462,The Shawshank Redemption: The Shooting Script,Frank Darabont/Stephen King,184,9/30/2004,eng,4.64
751514624,Different Seasons,Stephen King,560,2/16/1995,eng,4.35
330316257,The Real Frank Zappa Book,Frank Zappa/Peter Occhiogrosso,352,8/3/1990,eng,4.13
143037684,Homegrown Democrat: A Few Plain Thoughts from the Heart of America,Garrison Keillor,288,8/29/2006,eng,3.96
143037676,Good Poems for Hard Times,Garrison Keillor/Charles Bukowski/Robert Burns/Hayden Carruth/Raymond Carver/Billy Collins/Noël Coward/Carl Dennis/E.E. Cummings/Emily Dickinson/Stephen Dobyns/Fleur Adcock/John Donne/Rita Dove/Stephen Dunn/Lawrence Ferlinghetti/Robert Frost/Erica Funkhouser/Donald Hall/Patricia Hampl/Thomas Hardy/Jim Harrison/W.H. Auden/Jennifer Michael Hecht/David Ignatow/John Keats/X.J. Kennedy/Jane Kenyon/Galway Kinnell/Maxine Kumin/Kate Light/Henry Wadsworth Longfellow/Louis MacNeice/Hilaire Belloc/Herman Melville/W.S. Merwin/Edna St. Vincent Millay/Howard Nemerov/Sharon Olds/Mary Oliver/Grace Paley/Lawrence Raab/Kenneth Rexroth/Wendell Berry/Carl Sandburg/John Berryman/Elizabeth Bishop/William Blake/Philip   Booth/Virginia Hamilton Adair/Liesl Mueller,344,8/29/2006,eng,4.14
142003441,Good Poems,Garrison Keillor,476,8/26/2003,eng,4.18
1576753514,Managers Not MBAs: A Hard Look at the Soft Practice of Managing and Management Development,Henry Mintzberg,464,8/1/2005,en-US,3.83
670839353,Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,274,7/1/1991,eng,4.5
307263304,Marsha Is Only a Flower (Marsha  #2),Barbara Bottner,48,4/1/2000,eng,3.82
1879965038,Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee/Youshan Tang,37,5/1/1993,eng,3.89
1930846398,The Empire of Ice Cream,Jeffrey Ford/Jonathan Carroll,320,4/1/2006,eng,4.03
193084610X,The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,247,8/1/2002,eng,4.09
2290319708,Memoranda,Jeffrey Ford/Jacques Guiod,253,12/10/2002,fre,3.9
226731510,The Mystical Poems of Rumi 1: First Selection  Poems 1-200,Rumi/A.J. Arberry,208,3/15/1974,eng,4.28
810958627,Ruby Gloom's Guide to Friendship,Matt Riser/Martin Hsu,72,5/1/2005,eng,4.36
60577045,Slouching Toward Nirvana,Charles Bukowski/John   Martin,288,1/3/2006,eng,3.99
876851383,Mockingbird Wish Me Luck,Charles Bukowski,160,5/31/2002,eng,4.13
140364757,Seventeen and In-Between,Barthe DeClements,176,8/1/1993,eng,3.81
140363335,How Do You Lose Those Ninth-grade Blues?,Barthe DeClements,144,4/1/1993,eng,3.74
1565849930,The Man Who Smiled (Kurt Wallander #4),Henning Mankell/Laurie Thompson,325,9/19/2006,eng,3.93
1400095816,Before the Frost (Linda Wallander #1),Henning Mankell/Ebba Segerberg,375,2/14/2006,eng,3.85
1400031524,The Dogs of Riga (Kurt Wallander  #2),Henning Mankell/Laurie Thompson,326,4/13/2004,eng,3.72
1400031567,Sidetracked (Kurt Wallander  #5),Henning Mankell/Steven T. Murray,432,5/13/2003,eng,4.07
1400076951,The Return of the Dancing Master,Henning Mankell/Laurie Thompson,406,2/8/2005,swe,3.91
99448874,One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,450,4/3/2003,eng,4.09
99464691,The White Lioness (Kurt Wallander  #3),Henning Mankell/Laurie Thompson,576,9/4/2003,eng,3.84
1573441082,Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fiction,Devon W. Carbado/Evelyn C. White/Dwight A. McBride/Donald Weise,600,5/28/2002,eng,4.33
60732296,Dogged Pursuit (Jack and Jamie #5),Lee Charles Kelley,320,6/27/2006,eng,3.86
60524952,To Collar a Killer (Jack and Jamie #3),Lee Charles Kelley,304,11/30/2004,eng,3.76
60524936,A Nose for Murder (Jack and Jamie #1),Lee Charles Kelley,267,3/1/2003,eng,3.52
60524944,Murder Unleashed (Jack and Jamie #2),Lee Charles Kelley,304,1/1/2004,eng,3.95
1590529626,His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,240,10/16/2007,eng,5
1565892151,How to Be Happy All the Time,Paramahansa Yogananda,167,6/1/2006,eng,4.36
1573225207,Illuminata: A Return to Prayer,Marianne Williamson,301,11/1/1995,eng,4.28
590422448,Ten Kids  No Pets,Ann M. Martin,174,4/1/1989,eng,3.91
1400080460,Encyclopedia of an Ordinary Life,Amy Krouse Rosenthal,240,12/6/2005,eng,3.92
61152552,The OK Book,Amy Krouse Rosenthal/Tom Lichtenheld,40,4/24/2007,en-US,3.96
99477823,Grey Eminence,Aldous Huxley,320,4/7/2005,en-US,4.16
486285618,Arms and Armor: A Pictorial Archive from Nineteenth-Century Sources,Carol Belanger Grafton,128,7/25/1995,eng,3.96
1579651607,Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich/Deborah Jones,378,11/15/2003,eng,4.28
044651666X,Chocolate and the Art of Low-Fat Desserts,Alice Medrich,192,10/28/1994,eng,4
446526649,A Year in Chocolate: Four Seasons of Unforgettable Desserts,Alice Medrich,152,10/24/2001,eng,3.74
446514195,Cocolat: Extraordinary Chocolate Desserts,Alice Medrich/Patricia Brabant,192,10/1/1990,eng,4.56
1580082688,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,320,11/14/2001,eng,4.28
758210949,Beach Blanket Bad Boys,Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh,352,6/7/2005,eng,3.89
375714685,Epileptic,David B.,368,7/4/2005,eng,3.88
60512180,The Beauty Myth,Naomi Wolf,368,9/24/2002,eng,3.89
006000942X,How to Read Literature Like a Professor,Thomas C. Foster,314,11/14/2014,eng,3.65
60777052,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,297,4/10/2007,eng,3.77
60080833,After,Francine Prose,352,5/11/2004,eng,3.49
60882034,Blue Angel,Francine Prose,314,2/28/2006,eng,3.35
60507276,Household Saints,Francine Prose,272,4/1/2003,en-US,3.7
739340824,The Carl Hiaasen Collection: Lucky You and Sick Puppy,Carl Hiaasen/Edward Asner,0,6/6/2006,en-US,4.32
883683237,He Came to Set the Captives Free,Rebecca  Brown,288,7/1/1992,en-US,4.09
142401102,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,160,4/12/2004,eng,3.94
1599051125,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,42,8/5/2006,eng,4
141310944,The Dreadful Future of Blossom Culp (Blossom Culp  #3),Richard Peck,192,4/23/2001,eng,3.78
142300705,A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,160,11/21/2002,eng,4.11
141301066,Matilda,Roald Dahl/Quentin Blake,240,6/1/1998,eng,4.31
440418224,Matilda Bone,Karen Cushman/Trina Schart Hyman,176,3/12/2002,eng,3.74
767915690,The Full Matilda,David Haynes,384,5/11/2004,eng,4
865652422,Tuscan Countess: The Life and Extraordinary Times of Matilda of Canossa,Michele K. Spike,312,9/28/2004,eng,3.68
014044145X,The History of Rome  Books 21-30: The War with Hannibal,Livy/Aubrey de Sélincourt/Betty Radice,711,7/30/1972,eng,4.14
076076896X,Hannibal,Theodore Ayrault Dodge/Ian M. Cuthbertson,592,7/16/2005,eng,4.13
441010385,Hannibal's Children,John Maddox Roberts,359,3/25/2003,eng,3.68
306810700,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,256,9/17/2001,en-US,3.83
306804980,Hannibal: Enemy Of Rome,Leonard Cottrell,248,8/22/1992,eng,3.89
71422803,Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton/John S. Lazo/Keith  L. Parker,2021,9/21/2005,eng,4.29
486270602,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,111,2/5/1992,eng,3.86
080411918X,A Patchwork Planet,Anne Tyler,320,5/1/2001,eng,3.79
345478959,A Slipping-Down Life,Anne Tyler,192,5/4/2004,eng,3.61
1551117223,"The Hound of the Baskervilles: Another Adventure of Sherlock Holmes  with ""the Adventure of the Speckled Band""",Arthur Conan Doyle/Francis O'Gorman,300,1/10/2006,eng,4.11
019423035X,The Hound of the Baskervilles,Patrick Nobes/Arthur Conan Doyle/Jennifer Bassett/Tricia Hedge,105,9/12/2000,eng,3.91
812976142,The Alienist (Dr. Laszlo Kreizler  #1),Caleb Carr,498,10/24/2006,eng,4.06
552998680,My Movie Business,John Irving,158,10/5/2000,eng,3.34
747518459,A Son of the Circus,Irving John,633,9/1/1994,eng,3.63
140057056,John Hammond on Record: An Autobiography,John   Hammond/Irving Townsend,432,2/26/1981,eng,4.06
689869207,Always Remember Me: How One Family Survived World War II,Marisabina Russo,48,4/1/2005,en-US,4.13
2264034890,Un rôle qui me convient,Richard Russo/Jean-Luc Piningre,430,8/29/2002,fre,4.02
375708367,Monkeys,Susan Minot,176,8/8/2000,eng,3.67
375700269,Evening,Susan Minot,288,9/7/1999,eng,3.37
132197383,Three Genres: Writing Fiction/Literary Nonfiction  Poetry  and Drama,Stephen Minot,476,7/1/2006,eng,3.64
037570633X,The Tiny One,Eliza Minot,258,10/17/2000,eng,3.68
1400080665,Thunderstruck,Erik Larson,463,10/24/2006,eng,3.7
140233032,The Naked Consumer: How Our Private Lives Become Public Commodities,Erik  Larson,288,2/1/1994,eng,3.71
1579907156,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,144,8/1/2006,eng,4.07
786852976,The Meanest Doll in the World (Doll People  #2),Ann M. Martin/Laura Godwin/Brian Selznick,304,5/15/2005,en-GB,3.96
61130354,Sacred Games (Sacred Games),Vikram Chandra,916,1/9/2007,eng,3.93
452284554,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,304,8/26/2003,eng,3.76
316010669,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,296,4/3/2007,eng,3.93
689869908,Beatrice's Goat,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,40,7/1/2004,eng,4.25
767923065,Leonardo's Swans,Karen Essex,351,1/9/2007,eng,3.72
192838970,The Notebooks of Leonardo da Vinci,Leonardo da Vinci/Irma A. Richter,432,1/28/1999,eng,3.93
3822817341,Leonardo da Vinci: Obra pictorica completa y obra grafica,Frank Zöllner/Johannes Nathan/Frank Zöllner,696,2/1/2003,spa,4.26
300090951,Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci/Martin Kemp,336,8/11/2001,eng,4.17
1841952877,Bone In The Throat,Anthony Bourdain,290,4/30/2002,eng,3.39
1841953679,Gone Bamboo,Anthony Bourdain,286,5/1/2002,eng,3.48
081297252X,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,299,9/11/2007,eng,3.91
64462358,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,406,3/31/2000,eng,4.4
70183171,Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy,275,12/1/1987,eng,3.33
375421769,Only Revolutions,Mark Z. Danielewski,360,9/12/2006,eng,3.21
375714413,The Whalestoe Letters,Mark Z. Danielewski,83,10/10/2000,eng,4.04
2207252000,La Maison des feuilles,Mark Z. Danielewski/Christophe Claro,978,8/29/2002,fre,4.1
613060326,The Thief (The Queen's Thief  #1),Megan Whalen Turner,220,1/28/1998,eng,3.88
60842318,Instead of Three Wishes,Megan Whalen Turner,160,8/8/2006,eng,3.78
60841826,The Queen of Attolia (The Queen's Thief  #2),Megan Whalen Turner,362,1/24/2006,eng,4.19
006083577X,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,387,1/24/2006,eng,4.37
142403202,Firebirds: An Anthology of Original Fantasy and Science Fiction,Sharyn November/Lloyd Alexander/Emma Bull/Charles Vess/Michael Cadnum/Kara Dalkey/Nancy Farmer/Nina Kiriki Hoffman/Diana Wynne Jones/Patricia A. McKillip/Garth Nix/Meredith Ann Pierce/Delia Sherman/Sherwood Smith/Nancy Springer/Megan Whalen Turner/Elizabeth Wein/Laurel Winter,432,5/5/2005,eng,3.96
571207081,Herzog on Herzog,Paul Cronin,352,7/9/2003,eng,4.45
595272096,Vesco,Arthur Herzog III,408,3/11/2003,eng,4
679762698,Encore Provence: New Adventures in the South of France,Peter Mayle,240,4/25/2000,eng,4
140004474X,Confessions of a French Baker: Breadmaking Secrets  Tips  and Recipes,Peter Mayle/Gerard Auzet,91,10/25/2005,en-US,3.64
679731148,A Year in Provence,Peter Mayle,207,6/4/1991,eng,3.96
014101508X,How to Breathe Underwater,Julie Orringer,222,4/7/2005,eng,3.96
1841954314,The Crimson Petal and the White,Michel Faber,835,9/11/2003,eng,3.89
553213555,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane/Jayne Anne Phillips,240,11/1/2006,eng,3.33
140437975,Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane/Larzer Ziff/Theo Davis,272,3/29/2001,eng,3.66
044650002X,Kushiel's Scion (Imriel's Trilogy  #1),Jacqueline Carey,753,6/12/2006,en-US,4.2
307263711,Theft: A Love Story,Peter Carey,269,5/9/2006,eng,3.43
446500038,Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,703,6/14/2007,eng,4.25
786885599,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,256,3/15/2000,eng,3.53
076535098X,Godslayer (The Sundering  #2),Jacqueline Carey,404,6/27/2006,en-US,3.7
1405034149,Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,702,9/17/2004,eng,4.36
1567996035,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,128,11/1/1997,en-US,4
520246330,World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,456,11/1/2005,en-GB,4.5
031211818X,The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,312,12/15/1994,en-US,4.05
395515971,Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,280,3/18/1991,eng,4.18
1593851170,The Nature of Play: Great Apes and Humans,Anthony D. Pellegrini/Peter K. Smith,308,12/6/2004,eng,4.33
312850530,Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,381,12/1/2005,en-US,3.73
743417518,Star Trek Voyager Companion,Paul Ruditis,482,5/1/2003,eng,3.95
1563924692,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux,336,12/2/2002,eng,3.93
1416507817,Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,416,2/28/2006,eng,3.78
441011330,Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss,422,3/2/2004,eng,4.21
312930402,Earthborn (Homecoming Saga #5),Orson Scott Card,378,5/1/1995,eng,3.41
1841493112,First Meetings: In the Enderverse,Orson Scott Card,228,3/1/2013,en-GB,3.84
765305607,Wyrms,Orson Scott Card,336,4/5/2003,eng,3.38
99690608,The Abyss,Orson Scott Card/James Francis Cameron,363,10/5/1989,eng,4.07
641573049,Shadow Puppets (Shadow Series  #3),Orson Scott Card,345,8/19/2002,eng,3.89
812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,402,3/1/2016,en-US,3.97
156002086,This Is the Way the World Ends,James K. Morrow,319,4/24/1995,eng,3.75
486256421,Galapagos: World's End,William Beebe,528,5/1/1988,en-US,3.84
1587150883,The Well At The World's End: Volume I,William Morris/Lin Carter,332,3/20/2000,en-US,3.81
1587150891,The Well at the World's End: Volume II,William Morris,252,3/20/2000,eng,3.9
517125773,Lost Boys,Orson Scott Card,448,7/10/1994,eng,3.59
812533313,The Worthing Saga (Worthing  #1-3),Orson Scott Card,463,12/15/1992,eng,3.85
60598891,The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,249,11/29/2011,eng,3.67
60598840,Love Overboard,Janet Evanovich,244,2/1/2005,eng,3.65
60598859,Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,234,2/25/2014,eng,3.68
031236296X,More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,792,4/3/2007,en-US,4.45
312983301,Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,344,4/19/2004,eng,3.83
60584025,Metro Girl (Alex Barnaby  #1),Janet Evanovich,374,9/27/2005,eng,3.62
747267634,To the Nines (Stephanie Plum  #9),Janet Evanovich,320,6/5/2004,eng,4.17
755301978,Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,344,11/3/2003,eng,3.83
006073695X,Love Overboard,Janet Evanovich/C.J. Critt,5,1/25/2005,eng,3.65
60738251,The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,5,8/31/2004,eng,3.67
312948964,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,325,6/29/2007,en-US,4.11
1593979266,The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,0,2/16/2016,eng,4.29
747267626,Hard Eight (Stephanie Plum  #8),Janet Evanovich,339,6/23/2003,eng,4.17
033037124X,Hot Six (Stephanie Plum  #6),Janet Evanovich,324,6/1/2001,eng,4.19
61126527,Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,6,7/25/2006,eng,3.62
185798837X,Martian Time-Slip,Philip K. Dick,226,7/8/1999,eng,3.77
